iom_source_index,location_pcode,location_name,adm1_name,adm2_name,adm3_name,adm3_pcode,best_candidate_hot_id,best_candidate_hot_name,best_candidate_score,best_candidate_status,accepted_hot_id,accepted_hot_name,accepted_similarity_score,accepted_match_status,accepted_candidate_rank,matching_decision,automatic_acceptance_threshold
7514,C2718,Western Zeita,Homs,Al-Qusayr,Al-Qusayr,SY040200,node/573532624,Zeita al-Gharbiya,46.67,Low confidence,,,,,,Review required,85.0
7823,C2719,Ziraa,Homs,Al-Qusayr,Al-Qusayr,SY040200,node/573532848,Zira'a,90.91,High confidence,node/573532848,Zira'a,90.91,High confidence,1.0,Accepted,85.0
2665,C2866,Abu Homama,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/3758687349,Ath-Thawra,50.0,Low confidence,,,,,,Review required,85.0
3818,C7167,Al- hamrat,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/3758687349,Ath-Thawra,63.16,Low confidence,,,,,,Review required,85.0
4546,C7169,AlKun,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/12309749014,Dalfin,54.55,Low confidence,,,,,,Review required,85.0
7883,C2870,Ar-Rastan,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/192326308,Ar-Rastan,100.0,Exact,node/192326308,Ar-Rastan,100.0,Exact,1.0,Accepted,85.0
247,C2863,Asilah,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/3758018408,Al-Ghasbiya,47.06,Low confidence,,,,,,Review required,85.0
7663,C2861,Ballan,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/12168781316,Al-Ballan,80.0,Review,,,,,,Review required,85.0
2668,C2871,Dalfin,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/12309749014,Dalfin,100.0,Exact,node/12309749014,Dalfin,100.0,Exact,1.0,Accepted,85.0
7007,C2860,Ez Eldin,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572556641,Izz ad-Din,55.56,Low confidence,,,,,,Review required,85.0
7482,C2867,Ghasbiyeh,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/3758018408,Al-Ghasbiya,70.0,Review,,,,,,Review required,85.0
7738,C2868,Grandad,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572549981,Gharnata,53.33,Low confidence,,,,,,Review required,85.0
2666,C2869,Hmeis,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/12188843964,Al-Hemeis,71.43,Review,,,,,,Review required,85.0
4246,C2875,Kafrnan,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572549990,Kafrnan,100.0,Exact,node/572549990,Kafrnan,100.0,Exact,1.0,Accepted,85.0
7704,C2876,Kisein,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572550578,Kisein,100.0,Exact,node/572550578,Kisein,100.0,Exact,1.0,Accepted,85.0
6111,C2874,Marj Eldur,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572548751,Mard ad-Durr,63.64,Low confidence,,,,,,Review required,85.0
7173,C2872,Qneitrat,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/3758040562,Al-Quneitrat,80.0,Review,,,,,,Review required,85.0
2664,C2865,Salim,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572555893,Salim,100.0,Exact,node/572555893,Salim,100.0,Exact,1.0,Accepted,85.0
7431,C2873,Tesnine,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572548711,Tesnin,92.31,High confidence,node/572548711,Tesnin,92.31,High confidence,1.0,Accepted,85.0
3803,C6676,Tibo,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572548711,Tesnin,40.0,Low confidence,,,,,,Review required,85.0
7335,C2862,Wazeiyeh,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/572550922,Az-Za'faraniya,36.36,Low confidence,,,,,,Review required,85.0
7430,C2859,Zmeimer,Homs,Ar-Rastan,Ar-Rastan,SY040400,node/12188843964,Al-Hemeis,37.5,Low confidence,,,,,,Review required,85.0
6821,C6677,Al Majdal,Homs,Ar-Rastan,Talbiseh,SY040401,node/12219002819,Al-Majdal,100.0,Exact,node/12219002819,Al-Majdal,100.0,Exact,1.0,Accepted,85.0
6742,C6678,Alwasata,Homs,Ar-Rastan,Talbiseh,SY040401,node/3758077189,Al-Waz'iya,55.56,Low confidence,,,,,,Review required,85.0
7118,C2878,Deir Fool,Homs,Ar-Rastan,Talbiseh,SY040401,node/572558107,Deir Ful,82.35,Review,,,,,,Review required,85.0
6109,C7163,East al Farahaniah,Homs,Ar-Rastan,Talbiseh,SY040401,node/12209111437,Al-Farhaniya ash-Sharqiya,69.77,Low confidence,,,,,,Review required,85.0
6639,C2887,Farhaniyeh,Homs,Ar-Rastan,Talbiseh,SY040401,node/572551121,Al-Qanniye,60.0,Low confidence,,,,,,Review required,85.0
7271,C2885,Ghanto,Homs,Ar-Rastan,Talbiseh,SY040401,node/572550381,Al-Ghanto,80.0,Review,,,,,,Review required,85.0
7053,C2877,Hashemiyeh,Homs,Ar-Rastan,Talbiseh,SY040401,node/12232171391,Al-Hashemiye,81.82,Review,,,,,,Review required,85.0
4343,C7800,Hilalyiah,Homs,Ar-Rastan,Talbiseh,SY040401,node/572549135,Talbisa,50.0,Low confidence,,,,,,Review required,85.0
2669,C2880,Jaborine,Homs,Ar-Rastan,Talbiseh,SY040401,node/3787186962,Tell Jyurin,52.63,Low confidence,,,,,,Review required,85.0
7458,C2879,Makrumiyeh,Homs,Ar-Rastan,Talbiseh,SY040401,node/12222551280,Al-Makramiye,72.73,Review,,,,,,Review required,85.0
4401,C2864,Manara,Homs,Ar-Rastan,Talbiseh,SY040401,node/12222551280,Al-Makramiye,44.44,Low confidence,,,,,,Review required,85.0
4247,C2884,Qanniyeh,Homs,Ar-Rastan,Talbiseh,SY040401,node/572551121,Al-Qanniye,77.78,Review,,,,,,Review required,85.0
7750,C2881,Saan Elosud,Homs,Ar-Rastan,Talbiseh,SY040401,node/12329324855,Sa'an al-Usud,75.0,Review,,,,,,Review required,85.0
6000,C2886,Shabaaniyeh,Homs,Ar-Rastan,Talbiseh,SY040401,node/12200016642,Ash-Shab'aniye,72.0,Review,,,,,,Review required,85.0
7655,C2882,Talbiseh,Homs,Ar-Rastan,Talbiseh,SY040401,node/572549135,Talbisa,80.0,Review,,,,,,Review required,85.0
5222,C2883,Um Sharshouh,Homs,Ar-Rastan,Talbiseh,SY040401,node/572550373,Umm Sharshouh,96.0,High confidence,node/572550373,Umm Sharshouh,96.0,High confidence,1.0,Accepted,85.0
6827,C6590,Western Farhaniyeh,Homs,Ar-Rastan,Talbiseh,SY040401,node/12200016642,Ash-Shab'aniye,50.0,Low confidence,,,,,,Review required,85.0
5130,C2888,Zafaraniya,Homs,Ar-Rastan,Talbiseh,SY040401,node/12222551280,Al-Makramiye,54.55,Low confidence,,,,,,Review required,85.0
7014,C7802,Al-Hamrat,Homs,Homs,Ein Elniser,SY040103,node/12188843703,Al-Hamidiya,70.0,Review,,,,,,Review required,85.0
3820,C6591,Ayon Hussein,Homs,Homs,Ein Elniser,SY040103,node/12356338723,Ain Husein Gharbi,62.07,Low confidence,,,,,,Review required,85.0
2525,C2600,Bado,Homs,Homs,Ein Elniser,SY040103,node/572558614,Bado,100.0,Exact,node/572558614,Bado,100.0,Exact,1.0,Accepted,85.0
2531,C2611,Burza,Homs,Homs,Ein Elniser,SY040103,node/12244225164,Burza,100.0,Exact,node/12244225164,Burza,100.0,Exact,1.0,Accepted,85.0
2526,C2601,Ein Eldananir,Homs,Homs,Ein Elniser,SY040103,node/572557744,Ain ad-Dananir,74.07,Review,,,,,,Review required,85.0
35,C2605,Ein Elniser,Homs,Homs,Ein Elniser,SY040103,node/572556226,Ain an-Nisr,63.64,Low confidence,,,,,,Review required,85.0
2497,C2564,Faysiyeh,Homs,Homs,Ein Elniser,SY040103,node/572558396,Wazi'yet Eifer,45.45,Low confidence,,,,,,Review required,85.0
2530,C2610,Hmeidiyeh - Mohajerin,Homs,Homs,Ein Elniser,SY040103,node/572553131,Sheikh Hamid,51.61,Low confidence,,,,,,Review required,85.0
7013,C2612,Hmeimeh,Homs,Homs,Ein Elniser,SY040103,node/572553131,Sheikh Hamid,52.63,Low confidence,,,,,,Review required,85.0
2529,C2609,Jaberiyeh,Homs,Homs,Ein Elniser,SY040103,node/572555958,Al-Jabriya,63.16,Low confidence,,,,,,Review required,85.0
7391,C2608,Mashrafa,Homs,Homs,Ein Elniser,SY040103,node/572558424,Al-Mashrafa,84.21,Review,,,,,,Review required,85.0
2528,C2606,Maydan,Homs,Homs,Ein Elniser,SY040103,node/572553886,Al-Maidan,66.67,Low confidence,,,,,,Review required,85.0
4635,C2603,Northern Ein Hssein,Homs,Homs,Ein Elniser,SY040103,node/572558469,Ain Husein Shamali,54.05,Low confidence,,,,,,Review required,85.0
5279,C2607,Sheikh Hmeid,Homs,Homs,Ein Elniser,SY040103,node/572553131,Sheikh Hamid,91.67,High confidence,node/572553131,Sheikh Hamid,91.67,High confidence,1.0,Accepted,85.0
2533,C2613,Talaamari,Homs,Homs,Ein Elniser,SY040103,node/572554148,Tall'amri,77.78,Review,,,,,,Review required,85.0
7148,C2614,Warideh,Homs,Homs,Ein Elniser,SY040103,node/572558344,Waride,92.31,High confidence,node/572558344,Waride,92.31,High confidence,1.0,Accepted,85.0
5221,C2615,Wazeiyet Efir,Homs,Homs,Ein Elniser,SY040103,node/572558396,Wazi'yet Eifer,81.48,Review,,,,,,Review required,85.0
4575,C2604,Western Ein Hssein,Homs,Homs,Ein Elniser,SY040103,node/572558469,Ain Husein Shamali,55.56,Low confidence,,,,,,Review required,85.0
2527,C2602,Yamama,Homs,Homs,Ein Elniser,SY040103,node/12232173255,Al-Yamama,80.0,Review,,,,,,Review required,85.0
5179,C2626,Abbasiyeh,Homs,Homs,Farqalas,SY040104,node/12202129267,Al-Abbasiye,80.0,Review,,,,,,Review required,85.0
2547,C2636,Aifir,Homs,Homs,Farqalas,SY040104,node/2358213031,Aifir,100.0,Exact,node/2358213031,Aifir,100.0,Exact,1.0,Accepted,85.0
2545,C2632,Bisseh,Homs,Homs,Farqalas,SY040104,node/572556383,Labidah,46.15,Low confidence,,,,,,Review required,85.0
4203,C2639,Farha,Homs,Homs,Farqalas,SY040104,node/12365006066,Farha,100.0,Exact,node/12365006066,Farha,100.0,Exact,1.0,Accepted,85.0
7666,C2633,Farqalas,Homs,Homs,Farqalas,SY040104,node/12365006066,Farha,61.54,Low confidence,,,,,,Review required,85.0
2534,C2616,Ghelwet Elzakam,Homs,Homs,Farqalas,SY040104,node/571155887,Ghilwet az-Zakam,77.42,Review,,,,,,Review required,85.0
2535,C2618,Hamrat Elsiwana,Homs,Homs,Farqalas,SY040104,node/572555409,Hamrat as-Sewana,77.42,Review,,,,,,Review required,85.0
4856,C2634,Hazzeh,Homs,Homs,Farqalas,SY040104,node/572554315,Al-Hazze,71.43,Review,,,,,,Review required,85.0
4476,C2625,Holaya,Homs,Homs,Farqalas,SY040104,node/573532564,Holaya,100.0,Exact,node/573532564,Holaya,100.0,Exact,1.0,Accepted,85.0
2537,C2622,Jarbuiyeh - Fteim Arnuq,Homs,Homs,Farqalas,SY040104,node/572554184,Al-Jarbu'iya,54.55,Low confidence,,,,,,Review required,85.0
4023,C2637,Jbab Hamad,Homs,Homs,Farqalas,SY040104,node/572554909,Jbab Hamad,100.0,Exact,node/572554909,Jbab Hamad,100.0,Exact,1.0,Accepted,85.0
2543,C2629,Jeb Elshami,Homs,Homs,Farqalas,SY040104,node/573532593,Jibb ash-Shami,64.0,Low confidence,,,,,,Review required,85.0
2538,C2623,Khaliliyeh,Homs,Homs,Farqalas,SY040104,node/572556243,Hamidiyah,63.16,Low confidence,,,,,,Review required,85.0
4542,C2621,Milaja - Khrijet Sleibi,Homs,Homs,Farqalas,SY040104,node/12222551281,Al-Milaja,46.67,Low confidence,,,,,,Review required,85.0
2549,C2640,Mran Elfawareh,Homs,Homs,Farqalas,SY040104,node/571155897,Maran al-Fawa'ra,73.33,Review,,,,,,Review required,85.0
2544,C2631,Nasriyeh,Homs,Homs,Farqalas,SY040104,node/572553103,An-Nasriye,77.78,Review,,,,,,Review required,85.0
4245,C2620,Rajm Taqo,Homs,Homs,Farqalas,SY040104,node/571155432,Rajm Taqo,100.0,Exact,node/571155432,Rajm Taqo,100.0,Exact,1.0,Accepted,85.0
4360,C2617,Sabuniyeh,Homs,Homs,Farqalas,SY040104,node/573532458,As-Sabuniye,80.0,Review,,,,,,Review required,85.0
2540,C2624,Sayed,Homs,Homs,Farqalas,SY040104,node/572558146,As-Sayed,76.92,Review,,,,,,Review required,85.0
6866,C2630,Shtaya,Homs,Homs,Farqalas,SY040104,node/573532564,Holaya,66.67,Low confidence,,,,,,Review required,85.0
3865,C7149,Talaat Al-sharqia,Homs,Homs,Farqalas,SY040104,node/572553992,Tal`at ash Sharqiyah,81.08,Review,,,,,,Review required,85.0
4054,C2627,Um Eltababir,Homs,Homs,Farqalas,SY040104,node/572557948,Umm at-Tababir,76.92,Review,,,,,,Review required,85.0
2546,C2635,Um Eltoyur,Homs,Homs,Farqalas,SY040104,node/572556369,Umm at-Tuyour,60.87,Low confidence,,,,,,Review required,85.0
2548,C2638,Um Jrein,Homs,Homs,Farqalas,SY040104,node/572555747,Umm Jrein,94.12,High confidence,node/572555747,Umm Jrein,94.12,High confidence,1.0,Accepted,85.0
2541,C2628,Um Samuk,Homs,Homs,Farqalas,SY040104,node/572558276,Umm Samuk,94.12,High confidence,node/572558276,Umm Samuk,94.12,High confidence,1.0,Accepted,85.0
2536,C2619,Um Tinet Fadous,Homs,Homs,Farqalas,SY040104,node/571155880,Umm Tinet Fad'us,90.32,High confidence,node/571155880,Umm Tinet Fad'us,90.32,High confidence,1.0,Accepted,85.0
3842,C8730,Al-Aboudeiah,Homs,Homs,Hasyaa,SY040108,node/573532793,Al-Kashf,50.0,Low confidence,,,,,,Review required,85.0
7390,C2669,Breij,Homs,Homs,Hasyaa,SY040108,node/573522042,Al-Buraij,57.14,Low confidence,,,,,,Review required,85.0
7178,C2672,Dibeh,Homs,Homs,Hasyaa,SY040108,node/573532403,Dibah,80.0,Review,,,,,,Review required,85.0
7264,C2675,Hasyaa,Homs,Homs,Hasyaa,SY040108,node/573532906,Hasya,90.91,High confidence,node/573532906,Hasya,90.91,High confidence,1.0,Accepted,85.0
7171,C2671,Jandar,Homs,Homs,Hasyaa,SY040108,node/573532398,Jandar,100.0,Exact,node/573532398,Jandar,100.0,Exact,1.0,Accepted,85.0
2567,C2673,Jeb Elsada,Homs,Homs,Hasyaa,SY040108,node/12284942088,Jibb as-Sada,63.64,Low confidence,,,,,,Review required,85.0
5288,C2670,Kashf,Homs,Homs,Hasyaa,SY040108,node/573532793,Al-Kashf,76.92,Review,,,,,,Review required,85.0
7219,C2674,Shamsin,Homs,Homs,Hasyaa,SY040108,node/573532706,Shamsin,100.0,Exact,node/573532706,Shamsin,100.0,Exact,1.0,Accepted,85.0
7775,C2518,Aabel,Homs,Homs,Homs,SY040100,node/572550458,Aabel,100.0,Exact,node/572550458,Aabel,100.0,Exact,1.0,Accepted,85.0
7984,N0247,Abbasiyeh-Muhajreen (ne),Homs,Homs,Homs,SY040100,node/12222552268,Al-Muhajerin,52.94,Low confidence,,,,,,Review required,85.0
2475,C2521,Abu Dali,Homs,Homs,Homs,SY040100,node/572553312,Abu Dali,100.0,Exact,node/572553312,Abu Dali,100.0,Exact,1.0,Accepted,85.0
5545,C7789,Al Kam,Homs,Homs,Homs,SY040100,node/12173137700,Al-Jamiliya,58.82,Low confidence,,,,,,Review required,85.0
8027,N0269,Arman (ne),Homs,Homs,Homs,SY040100,node/4075424606,An-Najme,62.5,Low confidence,,,,,,Review required,85.0
5604,C2514,Ashrafiya,Homs,Homs,Homs,SY040100,node/572549562,Al-Ashrafiya,85.71,High confidence,node/572549562,Al-Ashrafiya,85.71,High confidence,1.0,Accepted,85.0
8313,N0256,Bab Ad-Draib (ne),Homs,Homs,Homs,SY040100,node/572550197,Ad-Daffe,52.17,Low confidence,,,,,,Review required,85.0
8352,N0260,Bab As-Siba (ne),Homs,Homs,Homs,SY040100,node/572549592,Al Ghasibiyah,51.85,Low confidence,,,,,,Review required,85.0
8348,N0254,Bab Houd (ne),Homs,Homs,Homs,SY040100,node/12263102726,Tell ash-Shur,50.0,Low confidence,,,,,,Review required,85.0
8319,N0252,Bab Tadmor (ne),Homs,Homs,Homs,SY040100,node/572549664,Hebub ar-Rih,48.0,Low confidence,,,,,,Review required,85.0
8270,N0268,Baba Amr (ne),Homs,Homs,Homs,SY040100,node/572553480,Ar-Rayyan,60.0,Low confidence,,,,,,Review required,85.0
8301,N0255,Bani Sbaie (ne),Homs,Homs,Homs,SY040100,node/9875366202,An-Naqira,54.55,Low confidence,,,,,,Review required,85.0
8255,N0240,Bayada - Homs (ne),Homs,Homs,Homs,SY040100,node/572549095,Homs,44.44,Low confidence,,,,,,Review required,85.0
8142,N0251,Boghtasiyyah (ne),Homs,Homs,Homs,SY040100,node/572549592,Al Ghasibiyah,57.14,Low confidence,,,,,,Review required,85.0
6223,C2511,Daffa - Halmuz,Homs,Homs,Homs,SY040100,node/572554498,Al-Fahila,47.62,Low confidence,,,,,,Review required,85.0
8024,N0272,Daheyat Al-Waleed (ne),Homs,Homs,Homs,SY040100,node/573532775,Al-Madh'hariya,52.94,Low confidence,,,,,,Review required,85.0
7909,C2524,Dar Kabira,Homs,Homs,Homs,SY040100,node/572550743,Ad-Dar al-Kabira,76.92,Review,,,,,,Review required,85.0
8334,N0241,Deir Baalba Janoubi (ne),Homs,Homs,Homs,SY040100,node/572550743,Ad-Dar al-Kabira,42.11,Low confidence,,,,,,Review required,85.0
8368,N0237,Deir Baalba Shamali (ne),Homs,Homs,Homs,SY040100,node/12188844463,Al-Khalidiye,47.06,Low confidence,,,,,,Review required,85.0
2478,C2533,Eastern Jdideh,Homs,Homs,Homs,SY040100,node/12284944116,Jadidat ash-Sharqiya,47.06,Low confidence,,,,,,Review required,85.0
5568,C2507,Esmailiyeh - Almoktaria,Homs,Homs,Homs,SY040100,node/573532775,Al-Madh'hariya,57.14,Low confidence,,,,,,Review required,85.0
2471,C2508,Fahileh,Homs,Homs,Homs,SY040100,node/572554498,Al-Fahila,62.5,Low confidence,,,,,,Review required,85.0
8273,N0262,Fardos - Homs (ne),Homs,Homs,Homs,SY040100,node/572549095,Homs,44.44,Low confidence,,,,,,Review required,85.0
2479,C2536,Fayruza,Homs,Homs,Homs,SY040100,node/2931017228,Fairuza,85.71,High confidence,node/2931017228,Fairuza,85.71,High confidence,1.0,Accepted,85.0
7716,C2509,Ghazala,Homs,Homs,Homs,SY040100,node/12356339017,Ghazala,100.0,Exact,node/12356339017,Ghazala,100.0,Exact,1.0,Accepted,85.0
8152,N0250,Ghota (ne),Homs,Homs,Homs,SY040100,node/4075424606,An-Najme,50.0,Low confidence,,,,,,Review required,85.0
4253,C7159,Halamuz,Homs,Homs,Homs,SY040100,node/12356339017,Ghazala,57.14,Low confidence,,,,,,Review required,85.0
8381,N0249,Hameidiyyeh - Homs (ne),Homs,Homs,Homs,SY040100,node/12188844463,Al-Khalidiye,45.16,Low confidence,,,,,,Review required,85.0
8133,N0238,Hasaweyyah (ne),Homs,Homs,Homs,SY040100,node/572553480,Ar-Rayyan,54.55,Low confidence,,,,,,Review required,85.0
7421,C2535,Hobub Elrih,Homs,Homs,Homs,SY040100,node/572549664,Hebub ar-Rih,69.57,Low confidence,,,,,,Review required,85.0
3815,C7146,Hoosh Arandas,Homs,Homs,Homs,SY040100,node/572554178,Sakra,44.44,Low confidence,,,,,,Review required,85.0
6227,C7796,Hosh Khajo,Homs,Homs,Homs,SY040100,node/3747291422,Hwsh Hjw,66.67,Low confidence,,,,,,Review required,85.0
8028,N0267,Ikrima (ne),Homs,Homs,Homs,SY040100,node/572550680,Tir Ma'lla,52.63,Low confidence,,,,,,Review required,85.0
8237,N0257,Jamal Ad-Dein (ne),Homs,Homs,Homs,SY040100,node/12222552268,Al-Muhajerin,50.0,Low confidence,,,,,,Review required,85.0
2472,C2510,Jamiliya,Homs,Homs,Homs,SY040100,node/12173137700,Al-Jamiliya,84.21,Review,,,,,,Review required,85.0
7195,C2531,Jdidet Elasi,Homs,Homs,Homs,SY040100,node/12284944116,Jadidat ash-Sharqiya,56.25,Low confidence,,,,,,Review required,85.0
8253,N0258,Jeb Aj-Jandali (ne),Homs,Homs,Homs,SY040100,node/572553312,Abu Dali,48.0,Low confidence,,,,,,Review required,85.0
7657,C2504,Jober,Homs,Homs,Homs,SY040100,node/12292148285,Jober,100.0,Exact,node/12292148285,Jober,100.0,Exact,1.0,Accepted,85.0
8292,N0244,Jouret Ash-Shayyah (ne),Homs,Homs,Homs,SY040100,node/12284944116,Jadidat ash-Sharqiya,58.54,Low confidence,,,,,,Review required,85.0
7437,C2538,Kafr Aaya,Homs,Homs,Homs,SY040100,node/12374362246,Kafr Aaya,100.0,Exact,node/12374362246,Kafr Aaya,100.0,Exact,1.0,Accepted,85.0
5605,C2537,Kafr Abed,Homs,Homs,Homs,SY040100,node/12374362247,Kafr Abd,94.12,High confidence,node/12374362247,Kafr Abd,94.12,High confidence,1.0,Accepted,85.0
6316,C2522,Kalidiyeh,Homs,Homs,Homs,SY040100,node/12188844463,Al-Khalidiye,76.19,Review,,,,,,Review required,85.0
7992,N0266,Karm Al-Loaz (ne),Homs,Homs,Homs,SY040100,node/12173137700,Al-Jamiliya,53.85,Low confidence,,,,,,Review required,85.0
8363,N0270,Karm Ash-Shami (ne),Homs,Homs,Homs,SY040100,node/12284944116,Jadidat ash-Sharqiya,54.05,Low confidence,,,,,,Review required,85.0
8269,N0264,Karm Az-Zeitoun (ne),Homs,Homs,Homs,SY040100,node/12195483133,Az-Zahriye,42.86,Low confidence,,,,,,Review required,85.0
8085,N0248,Karm Shamsham (ne),Homs,Homs,Homs,SY040100,node/12374362246,Kafr Aaya,48.0,Low confidence,,,,,,Review required,85.0
8261,N0239,Khalidiyah (ne),Homs,Homs,Homs,SY040100,node/12188844463,Al-Khalidiye,72.0,Review,,,,,,Review required,85.0
8331,N0263,Khidr (ne),Homs,Homs,Homs,SY040100,node/12188844463,Al-Khalidiye,50.0,Low confidence,,,,,,Review required,85.0
8304,N0259,Mahatta (ne),Homs,Homs,Homs,SY040100,node/2358212909,Al-Shatayah,47.62,Low confidence,,,,,,Review required,85.0
7696,C2534,Maskana,Homs,Homs,Homs,SY040100,node/12384798508,Maskana,100.0,Exact,node/12384798508,Maskana,100.0,Exact,1.0,Accepted,85.0
7380,C2583,Mazraa - Waer,Homs,Homs,Homs,SY040100,node/12374362246,Kafr Aaya,50.0,Low confidence,,,,,,Review required,85.0
7204,C2506,Mbarkiyeh,Homs,Homs,Homs,SY040100,node/572549080,Al-Mubarkiye,76.19,Review,,,,,,Review required,85.0
8229,N0242,Mimas (ne),Homs,Homs,Homs,SY040100,node/12384798508,Maskana,53.33,Low confidence,,,,,,Review required,85.0
8332,N0261,Mraijeh (ne),Homs,Homs,Homs,SY040100,node/12222552268,Al-Muhajerin,45.45,Low confidence,,,,,,Review required,85.0
5947,C2530,Muhajerine,Homs,Homs,Homs,SY040100,node/12222552268,Al-Muhajerin,81.82,Review,,,,,,Review required,85.0
6780,C2503,Naqira,Homs,Homs,Homs,SY040100,node/9875366202,An-Naqira,80.0,Review,,,,,,Review required,85.0
5569,C2527,Nejmeh,Homs,Homs,Homs,SY040100,node/4075424606,An-Najme,57.14,Low confidence,,,,,,Review required,85.0
8016,N0265,Nuzha - Homs (ne),Homs,Homs,Homs,SY040100,node/572549095,Homs,47.06,Low confidence,,,,,,Review required,85.0
2474,C2519,Obudiyeh,Homs,Homs,Homs,SY040100,node/12202129268,Al-Abbudiye,63.16,Low confidence,,,,,,Review required,85.0
8278,N0243,Qosour - Homs (ne),Homs,Homs,Homs,SY040100,node/572549095,Homs,44.44,Low confidence,,,,,,Review required,85.0
2480,C2539,Qotniyeh,Homs,Homs,Homs,SY040100,node/572550801,Quteina,40.0,Low confidence,,,,,,Review required,85.0
6518,C2512,Rayyan,Homs,Homs,Homs,SY040100,node/572553480,Ar-Rayyan,80.0,Review,,,,,,Review required,85.0
7602,C2523,Riyad,Homs,Homs,Homs,SY040100,node/12193219417,Ar-Riyad,76.92,Review,,,,,,Review required,85.0
8340,N0245,Sabil - Homs (ne),Homs,Homs,Homs,SY040100,node/572549095,Homs,47.06,Low confidence,,,,,,Review required,85.0
6336,C2525,Sakra,Homs,Homs,Homs,SY040100,node/572554178,Sakra,100.0,Exact,node/572554178,Sakra,100.0,Exact,1.0,Accepted,85.0
6849,C2515,Tal Ahmar,Homs,Homs,Homs,SY040100,node/12255827132,Tell Ahmar,84.21,Review,,,,,,Review required,85.0
6572,C2529,Tal Elnaqa,Homs,Homs,Homs,SY040100,node/572556751,Tell an-Naqa,63.64,Low confidence,,,,,,Review required,85.0
7827,C2516,Tal Elshur,Homs,Homs,Homs,SY040100,node/12263102726,Tell ash-Shur,60.87,Low confidence,,,,,,Review required,85.0
3801,C7156,Tal Marmad,Homs,Homs,Homs,SY040100,node/12255827132,Tell Ahmar,60.0,Low confidence,,,,,,Review required,85.0
7090,C2505,Tal Zbeideh,Homs,Homs,Homs,SY040100,node/12269434999,Tell Zubeida,69.57,Low confidence,,,,,,Review required,85.0
2473,C2517,Thabetiyeh,Homs,Homs,Homs,SY040100,node/572559002,Al-Thabitya,57.14,Low confidence,,,,,,Review required,85.0
7673,C2513,Tir Maallah,Homs,Homs,Homs,SY040100,node/572550680,Tir Ma'lla,85.71,High confidence,node/572550680,Tir Ma'lla,85.71,High confidence,1.0,Accepted,85.0
678,C7791,Umm al-Jum,Homs,Homs,Homs,SY040100,node/12173137700,Al-Jamiliya,47.62,Low confidence,,,,,,Review required,85.0
7985,N0271,Wadi Ath-Thahab (ne),Homs,Homs,Homs,SY040100,node/12284944116,Jadidat ash-Sharqiya,52.63,Low confidence,,,,,,Review required,85.0
8265,N0246,Waer (ne),Homs,Homs,Homs,SY040100,node/4075424606,An-Najme,53.33,Low confidence,,,,,,Review required,85.0
7986,N0253,Zahra (ne),Homs,Homs,Homs,SY040100,node/9875366202,An-Naqira,58.82,Low confidence,,,,,,Review required,85.0
2476,C2526,Zaydal,Homs,Homs,Homs,SY040100,node/11649642060,Zaidal,83.33,Review,,,,,,Review required,85.0
7236,C6307,Zhuriyeh,Homs,Homs,Homs,SY040100,node/12195483133,Az-Zahriye,66.67,Low confidence,,,,,,Review required,85.0
5299,C7158,moulok,Homs,Homs,Homs,SY040100,node/572549080,Al-Mubarkiye,33.33,Low confidence,,,,,,Review required,85.0
5085,C2569,Aisun,Homs,Homs,Kherbet Tin Noor,SY040102,node/12351791129,Aisun,100.0,Exact,node/12351791129,Aisun,100.0,Exact,1.0,Accepted,85.0
2506,C2578,Balqasa,Homs,Homs,Kherbet Tin Noor,SY040102,node/572550582,Balqasa,100.0,Exact,node/572550582,Balqasa,100.0,Exact,1.0,Accepted,85.0
2511,C2589,Brabo,Homs,Homs,Kherbet Tin Noor,SY040102,node/12244224921,Brabo,100.0,Exact,node/12244224921,Brabo,100.0,Exact,1.0,Accepted,85.0
2507,C2585,Bteiseh,Homs,Homs,Kherbet Tin Noor,SY040102,node/12238720190,Beteise,85.71,High confidence,node/12238720190,Beteise,85.71,High confidence,1.0,Accepted,85.0
5631,C2565,Dahieh Ommaliyeh,Homs,Homs,Kherbet Tin Noor,SY040102,node/12200019105,Ad-Dahiye al-Ummaliye,70.27,Review,,,,,,Review required,85.0
3824,C7150,Dinha,Homs,Homs,Kherbet Tin Noor,SY040102,node/572549610,Dinha,100.0,Exact,node/572549610,Dinha,100.0,Exact,1.0,Accepted,85.0
